"","int_vote_trump","voted_trump","int_vote_clinton","voted_clinton","lib_conserv_scale","white_voter","latino_voter","swing_voter","swing_trump","swing_hillary","region","age","religion_important_life"
"884",1,1,0,0,6,1,0,0,0,0,"Northeast",19,1
"885",1,0,0,0,6,1,0,1,0,0,"South",61,1
"886",0,0,1,1,4,1,0,0,0,0,"South",52,0
"887",0,0,0,0,6,1,0,0,0,0,"South",28,1
"888",0,0,1,1,2,1,0,0,0,0,"West",66,1
"889",0,0,1,1,2,1,1,0,0,0,"West",20,0
"890",0,0,1,1,2,1,0,0,0,0,"South",25,0
"891",1,1,0,0,6,1,0,0,0,0,"South",60,1
"892",0,0,1,1,5,1,0,0,0,0,"West",64,0
"893",0,0,1,1,4,0,0,0,0,0,"West",36,1
"894",1,1,0,0,4,1,0,0,0,0,"South",62,1
"895",1,1,0,0,6,1,0,0,0,0,"South",59,1
"896",1,1,0,0,6,1,0,0,0,0,"South",55,1
"897",1,1,0,0,3,1,0,0,0,0,"South",34,1
"898",1,1,0,0,5,1,0,0,0,0,"South",59,1
"899",0,0,1,0,4,1,0,0,0,0,"South",63,0
"900",1,1,0,0,6,1,0,0,0,0,"West",45,1
"901",1,0,0,0,5,1,0,1,0,0,"South",55,1
"902",1,1,0,0,6,1,0,0,0,0,"Midwest",57,1
"903",0,0,1,1,4,1,0,0,0,0,"Midwest",58,0
"904",0,0,0,1,2,1,0,0,0,1,"Northeast",25,0
"905",0,0,1,1,2,0,0,0,0,0,"South",65,1
"906",1,1,0,0,6,1,0,0,0,0,"South",57,1
"907",1,1,0,0,6,1,0,0,0,0,"West",69,1
"908",0,1,0,0,5,1,0,1,1,0,"West",54,1
"909",0,0,1,0,3,1,0,0,0,0,"Northeast",55,0
"910",0,0,1,1,4,0,0,0,0,0,"Northeast",46,1
"911",0,0,1,0,4,1,0,0,0,0,"Midwest",46,0
"912",1,1,0,0,6,1,0,0,0,0,"South",70,1
"913",0,0,1,1,4,1,0,0,0,0,"West",79,0
"914",0,1,0,0,6,1,0,1,1,0,"South",54,1
"915",0,0,0,0,4,0,0,0,0,0,"West",28,0
"916",0,0,1,1,4,1,0,0,0,0,"Northeast",32,0
"917",1,0,0,0,4,1,0,1,0,0,"West",61,0
"918",0,0,0,0,3,1,0,0,0,0,"South",36,1
"919",0,0,1,1,4,0,0,0,0,0,"South",44,1
"920",0,0,0,0,3,1,0,0,0,0,"Midwest",46,1
"921",0,0,0,0,5,0,0,0,0,0,"South",73,0
"922",0,0,1,1,1,1,0,0,0,0,"Midwest",46,0
"923",0,0,1,1,4,1,1,0,0,0,"West",53,0
"924",0,0,1,1,2,1,0,0,0,0,"South",90,1
"925",0,0,1,1,1,1,0,0,0,0,"West",23,0
"926",0,0,1,1,3,1,0,0,0,0,"Northeast",74,1
"927",1,1,0,0,4,1,0,0,0,0,"South",77,1
"928",0,0,1,1,3,1,0,0,0,0,"Midwest",22,0
"929",1,1,0,0,6,1,0,0,0,0,"South",20,1
"930",0,0,0,0,5,1,0,0,0,0,"South",34,0
"931",0,0,0,1,2,1,0,0,0,1,"South",37,1
"932",1,1,0,0,6,1,0,0,0,0,"Northeast",46,1
"933",1,0,0,0,5,1,0,1,0,0,"South",33,1
"934",1,0,0,0,5,1,0,1,0,0,"West",54,1
"935",0,0,0,0,6,1,0,0,0,0,"South",21,1
"936",0,0,0,0,5,1,0,0,0,0,"Midwest",40,0
"937",0,0,1,0,2,1,0,0,0,0,"Midwest",60,0
"938",1,1,0,0,5,0,1,0,0,0,"South",40,1
"939",1,1,0,0,7,1,0,0,0,0,"South",44,1
"940",0,0,1,1,1,1,1,0,0,0,"West",19,0
"941",1,1,0,0,5,1,0,0,0,0,"South",79,0
"942",1,1,0,0,6,1,0,0,0,0,"West",46,0
"943",1,1,0,0,4,1,0,0,0,0,"Midwest",63,1
"944",1,1,0,0,6,1,0,0,0,0,"Midwest",30,0
"945",0,0,0,0,5,1,1,0,0,0,"West",38,0
"946",0,0,1,1,5,1,0,0,0,0,"South",65,1
"947",0,0,1,0,4,0,0,0,0,0,"South",39,1
"948",1,1,0,0,6,1,0,0,0,0,"Midwest",44,1
"949",0,0,0,0,5,1,0,0,0,0,"Midwest",82,1
"950",1,1,0,0,4,1,0,0,0,0,"South",54,1
"951",0,0,1,0,4,1,0,0,0,0,"Midwest",36,0
"952",0,0,1,1,2,1,0,0,0,0,"West",70,0
"953",1,1,0,0,6,1,0,0,0,0,"Northeast",66,0
"954",1,0,0,0,7,0,0,1,0,0,"South",68,1
"955",1,1,0,0,5,1,0,0,0,0,"Northeast",38,1
"956",0,0,1,1,2,1,0,0,0,0,"West",69,0
"957",0,0,1,1,6,0,0,0,0,0,"West",55,0
"958",0,0,1,1,4,1,0,0,0,0,"Northeast",73,0
"959",0,1,0,0,3,1,0,1,1,0,"Midwest",62,0
"960",0,0,1,1,3,1,0,0,0,0,"South",39,1
"961",1,0,0,0,5,1,0,1,0,0,"Midwest",73,1
"962",1,0,0,0,5,1,0,1,0,0,"Midwest",53,0
"963",0,0,1,1,2,1,0,0,0,0,"West",65,0
"964",0,0,0,0,2,0,0,0,0,0,"South",26,1
"965",1,1,0,0,7,1,0,0,0,0,"South",28,1
"966",1,0,0,0,6,1,0,1,0,0,"Midwest",55,1
"967",0,0,1,0,4,0,0,0,0,0,"Northeast",70,1
"968",0,0,1,1,2,0,0,0,0,0,"West",34,1
"969",0,1,0,0,6,1,0,1,1,0,"West",49,1
"970",0,0,1,1,1,1,0,0,0,0,"Northeast",77,0
"971",0,0,0,0,4,0,1,0,0,0,"South",25,1
"972",1,1,0,0,6,1,0,0,0,0,"Midwest",58,1
"973",0,0,1,1,3,1,0,0,0,0,"Midwest",50,0
"974",0,0,1,1,4,1,0,0,0,0,"West",50,0
"975",0,0,0,0,5,1,0,0,0,0,"South",54,1
"976",0,0,1,1,4,1,0,0,0,0,"Midwest",69,1
"977",0,0,1,0,4,0,0,0,0,0,"Northeast",50,1
"978",1,0,0,0,4,1,0,1,0,0,"West",64,0
"979",1,1,0,0,6,1,0,0,0,0,"Midwest",41,1
"980",1,1,0,0,6,1,0,0,0,0,"Northeast",61,0
"981",0,0,0,0,2,1,1,0,0,0,"Midwest",24,0
"982",1,0,0,0,4,1,0,1,0,0,"South",66,1
"983",0,0,0,0,4,0,0,0,0,0,"Midwest",52,1
"984",0,0,1,1,2,1,0,0,0,0,"West",42,0
"985",0,0,1,0,3,1,0,0,0,0,"West",37,1
"986",1,0,0,0,2,1,0,1,0,0,"West",59,1
"987",0,0,1,1,1,1,0,0,0,0,"South",27,0
"988",0,0,0,0,4,1,0,0,0,0,"Northeast",75,0
"989",0,0,0,0,3,1,1,0,0,0,"South",38,0
"990",0,0,1,0,1,1,1,0,0,0,"West",49,0
"991",1,1,0,0,6,1,0,0,0,0,"South",34,1
"992",0,0,1,0,6,0,0,0,0,0,"South",28,0
"993",0,0,1,1,1,1,0,0,0,0,"Northeast",54,0
"994",0,0,1,1,5,1,1,0,0,0,"South",33,1
"995",1,1,0,0,6,1,0,0,0,0,"West",78,1
"996",1,0,0,0,6,1,0,1,0,0,"South",61,1
"997",0,0,0,0,4,1,0,0,0,0,"Northeast",53,1
"998",0,0,1,0,4,0,0,0,0,0,"South",64,1
"999",0,0,0,1,4,1,0,0,0,1,"Northeast",67,1
"1000",1,1,0,0,7,1,0,0,0,0,"South",28,1
"1001",1,1,0,0,6,1,0,0,0,0,"Midwest",32,1
"1002",1,0,0,0,6,1,0,1,0,0,"West",38,1
"1003",1,0,0,0,5,1,0,1,0,0,"South",32,0
"1004",0,0,1,1,4,1,0,0,0,0,"West",47,1
"1005",0,0,1,0,4,1,1,0,0,0,"South",47,1
"1006",1,1,0,0,7,1,0,0,0,0,"South",64,1
"1007",1,0,0,0,4,1,0,1,0,0,"Northeast",56,0
"1008",0,0,0,0,4,0,0,0,0,0,"Midwest",33,1
"1009",0,0,1,1,4,0,1,0,0,0,"Midwest",46,1
"1010",0,0,1,1,2,1,0,0,0,0,"Midwest",68,1
"1011",0,0,1,1,1,1,0,0,0,0,"West",86,0
"1012",0,0,0,0,2,1,0,0,0,0,"South",34,1
"1013",1,0,0,0,6,1,0,1,0,0,"Northeast",89,1
"1014",0,0,1,0,4,0,0,0,0,0,"South",36,1
"1015",0,0,1,0,5,1,0,0,0,0,"Northeast",65,1
"1016",0,0,0,0,2,1,0,0,0,0,"West",27,0
"1017",0,0,1,1,3,1,0,0,0,0,"West",44,0
"1018",0,0,0,0,4,1,0,0,0,0,"South",25,0
"1019",0,0,1,1,4,1,0,0,0,0,"South",75,1
"1020",0,0,1,0,4,1,0,0,0,0,"Midwest",69,0
"1021",1,1,0,0,7,1,0,0,0,0,"Midwest",47,0
"1022",0,1,0,0,3,1,0,1,1,0,"Midwest",37,0
"1023",1,0,0,0,7,1,0,1,0,0,"Midwest",43,1
"1024",1,1,0,0,5,1,0,0,0,0,"West",31,1
"1025",1,1,0,0,6,1,0,0,0,0,"West",76,0
"1026",1,1,0,0,6,1,0,0,0,0,"South",74,1
"1027",0,0,1,1,3,0,0,0,0,0,"West",39,1
"1028",0,0,1,1,1,1,0,0,0,0,"South",34,1
"1029",0,0,1,1,4,1,0,0,0,0,"Midwest",63,0
"1030",0,0,1,1,2,1,0,0,0,0,"Northeast",61,1
"1031",0,0,0,0,7,0,0,0,0,0,"Midwest",77,1
"1032",0,0,1,0,4,1,0,0,0,0,"West",39,0
"1033",0,0,1,1,3,1,0,0,0,0,"Midwest",35,0
"1034",0,1,0,0,5,1,0,1,1,0,"Northeast",59,1
"1035",1,0,0,0,7,1,0,1,0,0,"Midwest",64,1
"1036",0,1,0,0,6,1,0,1,1,0,"Midwest",56,0
"1037",0,0,0,0,4,1,0,0,0,0,"South",64,1
"1038",0,0,1,1,2,1,0,0,0,0,"West",64,0
"1039",1,0,0,0,6,1,0,1,0,0,"South",64,1
"1040",0,0,1,0,3,1,0,0,0,0,"Midwest",61,1
"1041",0,0,0,0,4,1,0,0,0,0,"South",46,1
"1042",0,0,1,1,2,0,0,0,0,0,"South",36,1
"1043",0,0,0,0,4,1,0,0,0,0,"West",56,0
"1044",1,0,0,0,6,1,0,1,0,0,"West",67,1
"1045",1,1,0,0,4,1,0,0,0,0,"South",82,1
"1046",0,0,0,1,4,1,0,0,0,1,"Midwest",64,1
"1047",1,1,0,0,5,1,1,0,0,0,"South",33,0
"1048",0,0,1,1,4,1,0,0,0,0,"West",59,0
"1049",0,0,1,1,2,0,0,0,0,0,"South",57,1
"1050",0,0,1,1,3,1,0,0,0,0,"South",84,0
"1051",0,0,0,0,4,0,1,0,0,0,"West",42,1
"1052",1,1,0,0,6,1,0,0,0,0,"South",66,0
"1053",1,0,0,0,7,1,0,1,0,0,"South",56,1
"1054",1,0,0,0,6,1,0,1,0,0,"Midwest",49,0
"1055",0,0,1,1,4,1,0,0,0,0,"West",44,1
"1056",0,1,0,0,3,0,0,1,1,0,"Midwest",29,1
"1057",1,1,0,0,6,1,0,0,0,0,"Midwest",65,1
"1058",0,1,0,0,6,1,1,1,1,0,"South",45,1
"1059",0,1,0,0,5,1,0,1,1,0,"South",39,0
"1060",1,0,0,0,4,1,0,1,0,0,"South",35,0
"1061",0,0,1,0,6,1,1,0,0,0,"South",48,1
"1062",1,1,0,0,5,1,0,0,0,0,"South",66,1
"1063",0,0,1,1,5,1,0,0,0,0,"Northeast",69,1
"1064",1,0,0,0,6,1,0,1,0,0,"South",68,1
"1065",1,1,0,0,6,1,0,0,0,0,"South",58,1
"1066",0,0,0,0,4,1,0,0,0,0,"Midwest",70,1
"1067",1,1,0,0,2,1,0,0,0,0,"West",50,0
"1068",1,1,0,0,6,1,1,0,0,0,"West",69,1
"1069",0,0,0,1,4,1,0,0,0,1,"Northeast",44,0
"1070",0,0,1,1,2,1,0,0,0,0,"West",53,1
"1071",0,0,1,1,2,0,0,0,0,0,"West",60,1
"1072",0,0,1,0,5,1,1,0,0,0,"Northeast",58,1
"1073",0,0,1,1,4,1,0,0,0,0,"West",31,0
"1074",1,1,0,0,5,1,0,0,0,0,"West",48,0
"1075",1,1,0,0,5,0,0,0,0,0,"Northeast",46,1
"1076",0,0,0,0,3,1,0,0,0,0,"South",34,0
"1077",0,0,1,1,4,1,0,0,0,0,"Northeast",35,1
"1078",0,0,0,0,4,0,1,0,0,0,"South",36,1
"1079",0,0,0,0,6,0,0,0,0,0,"West",68,0
"1080",0,0,1,0,4,0,0,0,0,0,"West",65,0
"1081",0,0,1,1,4,0,0,0,0,0,"South",40,1
"1082",1,1,0,0,5,1,0,0,0,0,"West",43,1
"1083",1,1,0,0,6,1,0,0,0,0,"West",49,1
"1084",1,0,0,0,6,1,0,1,0,0,"West",20,1
"1085",1,1,0,0,6,1,0,0,0,0,"South",56,1
"1086",0,0,0,0,4,1,0,0,0,0,"West",46,0
"1087",0,1,0,0,6,1,0,1,1,0,"West",76,0
"1088",0,0,1,1,3,1,1,0,0,0,"West",19,0
"1089",0,0,1,1,1,1,0,0,0,0,"Midwest",39,0
"1090",1,1,0,0,6,1,0,0,0,0,"South",59,1
"1091",0,0,1,1,2,1,0,0,0,0,"South",41,0
"1092",1,1,0,0,7,1,0,0,0,0,"South",39,1
"1093",0,1,0,0,6,1,0,1,1,0,"Midwest",57,1
"1094",0,0,1,0,2,1,0,0,0,0,"Northeast",35,0
"1095",0,0,0,1,4,1,0,0,0,1,"South",57,1
"1096",1,1,0,0,4,1,0,0,0,0,"South",59,0
"1097",1,1,0,0,7,1,0,0,0,0,"West",85,1
"1098",1,1,0,0,6,1,0,0,0,0,"South",74,1
"1099",0,0,1,1,3,1,0,0,0,0,"West",31,1
"1100",0,0,1,0,7,0,0,0,0,0,"West",26,1
"1101",1,1,0,0,6,1,0,0,0,0,"Midwest",68,1
"1102",0,0,0,0,4,1,0,0,0,0,"West",31,1
"1103",0,0,0,0,6,1,0,0,0,0,"West",87,1
"1104",0,0,0,0,5,1,0,0,0,0,"Northeast",22,0
"1105",1,0,0,0,4,1,0,1,0,0,"West",56,1
"1106",0,0,1,1,1,1,0,0,0,0,"Midwest",32,0
"1107",0,0,1,1,5,1,0,0,0,0,"Northeast",63,1
"1108",0,0,1,1,1,1,0,0,0,0,"Midwest",33,0
"1109",1,1,0,0,4,1,0,0,0,0,"Northeast",55,1
"1110",0,0,0,0,4,1,0,0,0,0,"Northeast",55,1
"1111",1,1,0,0,6,1,0,0,0,0,"South",69,1
"1112",0,0,1,0,4,0,0,0,0,0,"South",86,1
"1113",1,1,0,0,6,1,0,0,0,0,"Midwest",80,1
"1114",0,0,1,0,2,0,1,0,0,0,"South",51,0
"1115",0,0,1,1,3,1,0,0,0,0,"South",61,1
"1116",0,0,1,1,3,0,0,0,0,0,"South",63,1
"1117",0,0,1,1,4,1,0,0,0,0,"Midwest",71,0
"1118",0,0,0,1,4,1,0,0,0,1,"West",46,0
"1119",0,0,1,0,4,0,0,0,0,0,"South",61,1
"1120",1,0,0,0,6,1,0,1,0,0,"Midwest",62,1
"1121",1,0,0,0,6,1,0,1,0,0,"South",71,0
"1122",0,0,1,1,2,1,0,0,0,0,"West",34,0
"1123",0,0,0,0,4,1,1,0,0,0,"South",25,1
"1124",0,0,1,0,2,1,0,0,0,0,"Midwest",61,1
"1125",1,1,0,0,6,1,0,0,0,0,"South",49,0
"1126",1,1,0,0,6,0,0,0,0,0,"South",61,0
"1127",1,1,0,0,6,1,0,0,0,0,"West",39,1
"1128",0,0,1,1,1,1,0,0,0,0,"West",20,0
"1129",1,1,0,0,7,1,0,0,0,0,"South",72,0
"1130",0,0,1,1,2,1,0,0,0,0,"Northeast",76,0
"1131",0,0,1,1,2,0,0,0,0,0,"South",41,0
"1132",0,0,1,1,1,1,0,0,0,0,"West",73,1
"1133",1,1,0,0,6,0,0,0,0,0,"West",67,1
"1134",0,0,0,0,5,1,0,0,0,0,"Northeast",62,0
"1135",0,0,0,0,3,1,0,0,0,0,"South",56,1
"1136",0,0,1,0,2,1,0,0,0,0,"West",24,0
"1137",1,1,0,0,6,1,0,0,0,0,"West",59,1
"1138",0,0,0,0,4,1,0,0,0,0,"Midwest",20,1
"1139",0,0,0,1,4,1,0,0,0,1,"West",70,0
"1140",0,0,1,1,2,1,0,0,0,0,"South",57,1
"1141",0,0,0,0,4,1,0,0,0,0,"Midwest",54,0
"1142",0,0,1,1,3,1,0,0,0,0,"Northeast",35,1
"1143",0,0,1,0,4,1,1,0,0,0,"South",20,1
"1144",0,0,0,0,4,1,0,0,0,0,"South",23,0
"1145",0,0,1,0,4,1,0,0,0,0,"West",40,0
"1146",1,1,0,0,6,1,0,0,0,0,"Midwest",58,1
"1147",1,1,0,0,6,1,0,0,0,0,"West",81,1
"1148",1,1,0,0,6,1,0,0,0,0,"South",40,1
"1149",1,1,0,0,7,1,0,0,0,0,"South",62,1
"1150",0,0,1,1,4,1,0,0,0,0,"South",36,1
"1151",0,0,1,0,2,0,0,0,0,0,"South",25,1
"1152",1,1,0,0,4,1,0,0,0,0,"Midwest",62,1
"1153",1,1,0,0,6,1,0,0,0,0,"West",63,1
"1154",0,0,0,0,6,1,0,0,0,0,"Midwest",23,0
"1155",0,0,0,0,3,1,0,0,0,0,"Midwest",34,0
"1156",1,1,0,0,5,1,0,0,0,0,"South",32,0
"1157",1,1,0,0,7,1,0,0,0,0,"South",52,1
"1158",0,0,1,0,4,0,0,0,0,0,"South",21,0
"1159",0,0,0,0,4,0,0,0,0,0,"West",34,1
"1160",1,0,0,0,5,1,0,1,0,0,"South",60,1
"1161",1,1,0,0,6,1,0,0,0,0,"West",63,0
"1162",0,0,1,1,4,1,0,0,0,0,"Northeast",67,0
"1163",0,0,1,1,2,1,0,0,0,0,"Northeast",29,0
"1164",1,1,0,0,4,1,0,0,0,0,"South",66,1
"1165",1,1,0,0,5,1,0,0,0,0,"Northeast",61,1
"1166",0,0,1,1,4,1,1,0,0,0,"West",21,1
"1167",1,0,0,0,4,1,0,1,0,0,"South",35,0
"1168",1,1,0,0,7,0,0,0,0,0,"South",30,1
"1169",0,0,0,0,4,0,0,0,0,0,"South",52,1
"1170",1,1,0,0,7,1,0,0,0,0,"Midwest",88,1
"1171",1,0,0,0,6,1,0,1,0,0,"Midwest",57,0
"1172",0,0,0,0,4,1,0,0,0,0,"Midwest",60,0
"1173",0,0,1,1,3,1,0,0,0,0,"Northeast",64,1
"1174",1,1,0,0,6,1,0,0,0,0,"West",63,1
"1175",0,0,1,0,2,1,0,0,0,0,"West",41,0
"1176",1,0,0,0,6,1,0,1,0,0,"West",62,1
"1177",0,0,0,0,4,1,0,0,0,0,"South",29,0
"1178",0,0,0,0,5,1,0,0,0,0,"South",66,1
"1179",0,0,1,1,4,0,0,0,0,0,"Midwest",83,1
"1180",1,1,0,0,7,1,1,0,0,0,"Midwest",49,1
"1181",0,0,1,1,2,1,0,0,0,0,"South",37,1
"1182",0,0,1,0,3,1,0,0,0,0,"Midwest",56,1
"1183",0,0,1,0,3,1,0,0,0,0,"Midwest",53,1
"1184",0,0,1,0,4,1,0,0,0,0,"South",64,1
"1185",1,0,0,0,6,1,0,1,0,0,"South",60,1
"1186",1,0,0,0,4,1,0,1,0,0,"Midwest",46,1
"1187",0,1,1,0,5,1,0,1,1,0,"South",33,1
"1188",1,1,0,0,6,1,0,0,0,0,"Northeast",72,0
"1189",1,1,0,0,6,1,0,0,0,0,"West",71,1
"1190",0,0,1,0,2,1,0,0,0,0,"West",69,0
"1191",0,0,0,0,4,1,0,0,0,0,"West",30,1
"1192",0,0,1,1,4,1,0,0,0,0,"Midwest",21,0
"1193",0,1,1,0,4,0,1,1,1,0,"West",45,1
"1194",1,0,0,0,4,0,1,1,0,0,"West",40,1
"1195",1,1,0,0,4,1,0,0,0,0,"Midwest",57,1
"1196",0,0,1,1,2,1,0,0,0,0,"Midwest",25,0
"1197",0,1,0,0,6,1,0,1,1,0,"Midwest",35,1
"1198",0,0,1,1,2,1,1,0,0,0,"Northeast",33,0
"1199",0,0,1,1,4,1,0,0,0,0,"Midwest",41,1
"1200",0,0,1,1,2,1,0,0,0,0,"West",67,0
"1201",1,0,0,0,6,1,0,1,0,0,"Northeast",27,1
"1202",0,0,1,1,1,1,0,0,0,0,"West",47,1
"1203",0,0,0,0,4,1,0,0,0,0,"Midwest",18,0
"1204",1,1,0,0,5,1,0,0,0,0,"South",35,1
"1205",0,0,1,1,2,0,0,0,0,0,"Northeast",53,1
"1206",1,1,0,0,4,1,0,0,0,0,"Northeast",25,0
"1207",0,0,1,1,4,1,0,0,0,0,"South",72,0
"1208",1,1,0,0,5,1,0,0,0,0,"South",22,0
"1209",0,0,1,0,2,0,1,0,0,0,"Midwest",45,0
"1210",1,0,0,0,3,1,0,1,0,0,"South",52,1
"1211",0,0,1,1,6,1,1,0,0,0,"West",18,0
"1212",0,0,0,0,6,0,1,0,0,0,"West",21,1
"1213",0,0,0,0,6,1,0,0,0,0,"South",46,1
"1214",0,1,0,0,6,1,1,1,1,0,"South",55,1
"1215",0,0,1,1,4,1,0,0,0,0,"Midwest",50,1
"1216",0,0,0,0,6,1,0,0,0,0,"Midwest",64,1
"1217",0,0,1,1,4,1,0,0,0,0,"West",41,0
"1218",0,0,1,1,5,1,0,0,0,0,"West",31,0
"1219",1,0,0,0,4,1,0,1,0,0,"South",82,1
"1220",1,1,0,0,6,1,0,0,0,0,"West",58,1
"1221",0,0,1,1,5,1,0,0,0,0,"Northeast",68,1
"1222",1,1,0,0,3,1,0,0,0,0,"West",60,0
"1223",0,0,1,1,4,0,0,0,0,0,"West",47,1
"1224",1,1,0,0,7,1,0,0,0,0,"South",64,1
"1225",1,0,0,0,6,1,0,1,0,0,"South",28,1
"1226",1,1,0,0,6,1,0,0,0,0,"South",74,1
"1227",1,1,0,0,5,1,0,0,0,0,"West",71,0
"1228",1,1,0,0,6,1,0,0,0,0,"South",39,0
"1229",0,0,0,0,3,1,0,0,0,0,"Midwest",20,1
"1230",0,0,1,0,4,1,0,0,0,0,"Midwest",65,1
"1231",1,0,0,0,4,1,0,1,0,0,"South",51,1
"1232",0,0,0,0,4,1,0,0,0,0,"South",31,0
"1233",1,1,0,0,6,1,0,0,0,0,"South",43,1
"1234",0,0,1,0,2,1,0,0,0,0,"Midwest",58,1
"1235",0,0,1,1,3,1,0,0,0,0,"Midwest",82,1
"1236",0,0,0,0,4,0,0,0,0,0,"West",62,1
"1237",0,0,1,1,1,1,0,0,0,0,"West",53,0
"1238",1,0,0,0,4,1,0,1,0,0,"West",34,0
"1239",1,1,0,0,4,1,0,0,0,0,"Midwest",56,0
"1240",0,0,0,0,2,1,0,0,0,0,"South",54,0
"1241",1,1,0,0,6,1,0,0,0,0,"Midwest",72,1
"1242",0,0,0,0,4,1,0,0,0,0,"Midwest",59,1
"1243",1,0,0,0,4,1,0,1,0,0,"South",73,1
"1244",0,1,0,0,6,1,1,1,1,0,"South",74,1
"1245",0,0,0,0,3,1,1,0,0,0,"West",49,1
"1246",0,0,0,0,2,1,1,0,0,0,"Midwest",25,0
"1247",1,1,0,0,6,1,0,0,0,0,"Midwest",68,1
"1248",0,1,0,0,5,1,0,1,1,0,"Midwest",42,1
"1249",0,0,1,0,4,1,0,0,0,0,"Midwest",35,1
"1250",0,0,1,0,4,0,0,0,0,0,"Midwest",38,1
"1251",0,0,0,0,6,0,0,0,0,0,"Midwest",46,1
"1252",0,0,1,0,3,1,0,0,0,0,"Midwest",52,1
"1253",0,1,0,0,5,1,0,1,1,0,"Northeast",52,0
"1254",0,0,1,1,2,1,0,0,0,0,"South",48,0
"1255",1,1,0,0,4,1,0,0,0,0,"Northeast",65,1
"1256",0,1,1,0,6,1,1,1,1,0,"South",55,1
"1257",1,0,0,0,5,1,0,1,0,0,"Midwest",46,0
"1258",0,0,1,1,2,1,0,0,0,0,"South",54,0
"1259",0,0,1,0,3,0,0,0,0,0,"Northeast",32,1
"1260",0,0,1,1,1,1,0,0,0,0,"Northeast",67,0
"1261",1,0,0,0,5,1,1,1,0,0,"West",34,1
"1262",1,1,0,0,5,1,0,0,0,0,"West",55,0
"1263",0,0,0,0,3,1,1,0,0,0,"South",18,0
"1264",1,1,0,0,4,1,0,0,0,0,"Northeast",54,0
"1265",1,1,0,0,6,1,0,0,0,0,"Midwest",56,1
"1266",1,1,0,0,4,1,0,0,0,0,"South",78,1
"1267",1,0,0,0,5,1,0,1,0,0,"South",27,1
"1268",0,1,0,0,6,1,1,1,1,0,"South",42,1
"1269",1,1,0,0,6,1,0,0,0,0,"Midwest",21,1
"1270",1,1,0,0,6,1,0,0,0,0,"Midwest",78,1
"1271",1,1,0,0,4,1,0,0,0,0,"Midwest",83,1
"1272",0,0,1,1,2,1,0,0,0,0,"South",57,1
"1273",0,1,0,0,6,1,0,1,1,0,"West",66,1
"1274",0,0,0,0,6,1,0,0,0,0,"Northeast",42,1
"1275",0,0,1,1,3,1,0,0,0,0,"Northeast",56,0
"1276",1,1,0,0,7,1,0,0,0,0,"Midwest",29,1
"1277",1,1,0,0,5,1,0,0,0,0,"Midwest",77,1
"1278",1,1,0,0,7,1,0,0,0,0,"Midwest",51,1
"1279",0,0,1,0,2,1,1,0,0,0,"West",87,1
"1280",0,0,1,1,2,1,0,0,0,0,"Northeast",36,0
"1281",0,0,1,1,3,1,0,0,0,0,"Northeast",28,0
"1282",0,0,1,1,2,1,0,0,0,0,"Northeast",29,1
"1283",1,1,0,0,6,0,0,0,0,0,"South",48,1
"1284",1,1,0,0,6,1,0,0,0,0,"Northeast",81,1
"1285",0,1,0,0,6,1,0,1,1,0,"Northeast",77,0
"1286",0,0,1,1,2,0,0,0,0,0,"Northeast",47,0
"1287",0,0,1,1,2,0,0,0,0,0,"South",30,1
"1288",0,0,0,0,5,1,0,0,0,0,"West",40,1
"1289",0,0,1,1,4,1,0,0,0,0,"Northeast",37,1
"1290",0,0,1,0,2,1,0,0,0,0,"South",31,0
"1291",0,0,1,1,3,1,0,0,0,0,"Northeast",51,0
"1292",0,0,0,0,4,1,0,0,0,0,"West",46,0
"1293",0,0,0,0,5,1,0,0,0,0,"Midwest",19,0
"1294",1,1,0,0,5,1,0,0,0,0,"South",32,0
"1295",0,0,0,0,4,1,1,0,0,0,"South",45,1
"1296",0,0,1,1,4,1,0,0,0,0,"Midwest",48,1
"1297",0,0,0,0,4,1,0,0,0,0,"South",35,1
"1298",1,0,0,0,5,1,0,1,0,0,"South",51,1
"1299",1,1,0,0,6,1,0,0,0,0,"South",43,1
"1300",1,1,0,0,7,1,0,0,0,0,"South",78,1
"1301",0,0,1,1,2,1,0,0,0,0,"South",64,0
"1302",0,0,1,1,3,1,0,0,0,0,"South",90,0
"1303",0,0,1,1,7,1,1,0,0,0,"South",34,1
"1304",0,0,1,0,4,1,0,0,0,0,"Midwest",57,1
"1305",0,0,1,1,3,1,0,0,0,0,"Midwest",46,1
"1306",0,0,0,0,5,1,0,0,0,0,"South",24,1
"1307",0,0,1,1,4,1,0,0,0,0,"South",68,1
"1308",1,0,0,0,2,1,0,1,0,0,"Northeast",53,1
"1309",0,1,0,0,7,1,0,1,1,0,"South",59,1
"1310",1,1,0,0,5,1,0,0,0,0,"Midwest",53,1
"1311",1,1,0,0,6,1,0,0,0,0,"Midwest",83,1
"1312",0,0,0,0,6,1,0,0,0,0,"West",51,1
"1313",1,1,0,0,6,1,0,0,0,0,"West",68,0
"1314",1,1,0,0,6,1,0,0,0,0,"West",75,1
"1315",0,0,1,0,2,1,0,0,0,0,"West",65,0
"1316",0,0,0,0,5,1,0,0,0,0,"West",34,1
"1317",0,0,0,0,4,1,0,0,0,0,"South",27,0
"1318",1,1,0,0,6,1,0,0,0,0,"Northeast",51,0
"1319",1,0,0,0,5,1,0,1,0,0,"Midwest",19,1
